Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,0.2,5.0,645.38,,2.69,1.13,0.99,5.48,9.29,,
Free Cash Flow/Sales %,-224.78,-156.87,,-19.93,-169.58,,-226.77,-761.62,-39.72,,
Free Cash Flow/Net Income,1.53,0.06,0.51,0.27,0.18,0.64,0.64,0.85,1.59,2.57,2.57
