Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,9.74,12.43,-94.21,,-41.95,174.26,4.69,18.62,19.77,-0.49,-2.5
3-Year Average,,12.91,-58.51,0.98,-18.99,193.11,18.56,50.46,14.15,12.24,
5-Year Average,2.14,35.24,,5.68,-8.09,10.39,8.83,99.08,18.81,32.34,
10-Year Average,7.9,9.29,-17.24,5.28,-2.19,6.19,21.32,,12.06,10.29,
