Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,8.43,-16.87,53.46,-4.83,16.72,-4.63,-5.61,16.86,52.98,124.54,
3-Year Average,,3.1,11.42,6.68,19.46,1.94,1.66,1.71,19.06,58.93,
5-Year Average,12.26,4.95,,9.86,8.97,6.21,8.94,3.17,13.44,29.3,
10-Year Average,20.38,25.5,5.73,,12.86,9.19,6.93,,11.64,18.7,
