Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,7.77,-9.5,14.58,14.31,14.17,17.84,8.38,6.97,3.9,17.07,12.72
3-Year Average,11.32,2.9,3.77,5.83,14.35,15.43,13.4,10.96,6.4,9.17,
5-Year Average,14.14,7.4,7.42,7.37,7.84,9.78,13.81,12.26,10.14,10.69,
10-Year Average,11.44,8.95,7.09,8.84,10.21,11.94,10.56,9.81,8.75,9.26,
