Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-27.04,2.94,6.7,22.19,-27.37,43.8,8.37,-16.56,11.95,144.81
3-Year Average,,,,-7.12,10.3,-1.8,8.47,4.22,9.15,0.41,
5-Year Average,,,,,,-6.59,6.99,8.09,2.91,1.12,
10-Year Average,,,,,,,,,,,
