Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,18.17,36.34,4.71,-4.18,16.8,-16.71,47.68,23.46,-36.38,
3-Year Average,,33.3,33.8,19.04,11.01,5.43,-2.31,12.84,14.94,5.07,
5-Year Average,,18.39,17.09,27.59,19.17,13.55,5.88,7.59,11.19,2.45,
10-Year Average,,,,,48.99,18.11,11.96,12.24,19.11,10.49,
