Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.59,3.83,-23.8,25.42,54.05,21.55,11.75,-12.18,19.75,-10.88,-18.49
3-Year Average,7.43,6.87,-4.35,-0.26,13.76,32.93,27.91,6.06,5.53,-2.14,
5-Year Average,,8.47,-0.38,3.13,11.07,13.19,14.87,18.18,17.09,4.95,
10-Year Average,6.81,5.75,3.28,8.89,20.96,,11.62,8.5,9.89,7.97,
