Key Profitability,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Tax Rate %,,,,,,11.22,19.3,21.32,18.16,20.4,32.54
Net Margin %,,,,,-2.11,6.78,4.72,5.71,6.59,6.46,0.95
Asset Turnover (Average),,,,,0.57,0.54,0.51,0.55,0.67,0.66,0.68
Return on Assets %,,,,,-1.19,3.67,2.42,3.14,4.39,4.25,0.64
Financial Leverage (Average),,,,,1.81,1.76,1.74,1.48,1.49,1.48,1.48
Return on Equity %,,,,,-2.16,6.57,4.25,5.07,6.52,6.31,0.94
Return on Invested Capital %,,,,,-1.86,6.08,3.9,4.6,5.85,5.7,0.7
Interest Coverage,,,,,-0.43,17.45,20.31,25.5,37.33,133.69,71.17
