Key Efficiency Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Days Sales Outstanding,,,,,,,,,,279.53,264.16
Days Inventory,,,,,,,,,,0.07,0.07
Payables Period,,,,,,,,,,2.46,2.3
Cash Conversion Cycle,,,,,,,,,,277.14,261.93
Receivables Turnover,,,,,,,,,,1.31,1.38
Inventory Turnover,,,,,,,,,,5220.3,5581.0
Fixed Assets Turnover,,,,,,,,,,10.79,11.42
Asset Turnover,,,,,,,,,,1.02,1.08
