Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,677.77,22.62,-2.75,-5.54,-13.49,131.39,31.08,-26.18,4.78,-36.19,
3-Year Average,,78.02,110.11,4.05,-7.37,23.66,37.93,30.83,0.46,-20.97,
5-Year Average,,,,38.97,49.94,17.66,19.24,12.84,15.21,8.4,
10-Year Average,49.13,27.06,11.64,3.78,4.45,,,,26.53,27.49,
