Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,-84.18,-47.87,230.61,14.81,49.46,16.0
3-Year Average,,,,,,,,-35.15,25.54,78.35,
5-Year Average,,,,,,,,,,-14.09,
10-Year Average,,,,,,,,,,,
