Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,26.32,-24.17,-9.34,53.33,15.42,15.07,16.07,16.67,1.76,2.59,21.88
3-Year Average,24.12,4.94,-4.59,1.77,17.07,26.75,15.52,15.93,11.28,6.79,
5-Year Average,25.86,15.51,5.63,9.94,8.97,6.96,16.47,22.49,12.85,10.22,
10-Year Average,15.56,10.51,5.96,9.3,14.41,16.03,15.99,13.75,11.39,9.6,
