Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,53.99,55.54,50.99,49.95,51.48,47.03,46.53,44.11,45.44,44.36,42.65
Gross Margin,46.01,44.46,49.01,50.05,48.52,52.97,53.47,55.89,54.56,55.64,57.35
SG&A,12.47,13.89,14.25,16.08,17.63,18.73,17.8,18.07,19.93,19.47,19.52
R&D,5.01,5.9,8.09,10.31,10.82,12.0,13.87,13.76,15.14,15.5,16.61
Other,,,,,,,,,,,
Operating Margin,28.53,24.67,26.68,23.67,20.07,22.25,21.81,24.06,19.49,20.67,21.22
Net Int Inc & Other,2.23,1.5,0.77,-2.21,1.1,0.75,3.02,1.15,0.62,0.19,0.69
EBT Margin,30.76,26.17,27.45,21.46,21.18,23.0,24.83,25.21,20.11,20.86,21.91
