Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,0.2,9.31,0.85,1.54,7.64,-36.49,-15.87,31.44,,,
3-Year Average,6.74,10.33,3.37,3.83,3.3,-11.46,-16.84,-11.11,,,
5-Year Average,12.74,5.47,6.04,6.58,3.84,-5.21,-10.05,-5.15,,,
10-Year Average,14.2,4.67,7.71,5.98,6.18,3.38,-2.6,0.29,,,
