Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,12.76,7.1,2.5,19.93,10.61,8.72,-0.7,3.66,11.69,16.97,0.08
3-Year Average,9.74,8.79,7.37,9.6,10.78,12.98,6.1,3.82,4.76,10.63,
5-Year Average,-0.94,0.97,7.73,9.62,10.43,9.62,7.98,8.22,6.69,7.89,
10-Year Average,,,,,,4.21,4.42,7.97,8.15,9.15,
