Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,46.53,-4.96,-38.48,34.58,14.48,11.65,-22.45,-7.66,-30.53,39.56,
3-Year Average,40.71,26.64,-5.03,-7.68,-1.77,19.82,-0.3,-7.19,-20.77,-3.62,
5-Year Average,26.87,25.39,10.25,10.95,5.71,0.11,-3.88,4.26,-8.66,-4.97,
10-Year Average,22.7,19.85,17.04,14.2,13.2,12.7,9.79,7.21,0.67,0.23,
