Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,24.06,0.4,23.52,2.61,-97.25,365.06,114.77,38.54,1.43,
3-Year Average,,,,15.44,8.36,-67.34,-49.2,-35.01,140.08,44.51,
5-Year Average,,,,,,-46.61,-30.46,-19.04,-17.16,-17.35,
10-Year Average,,,,,,,,,,,
