Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,32.51,61.61,32.66,48.96,49.72,51.94,48.79,48.73,38.08,34.48,36.09
Gross Margin,67.49,38.39,67.34,51.04,50.28,48.06,51.21,51.27,61.92,65.52,63.91
SG&A,39.62,24.86,28.09,25.35,27.21,27.7,28.61,26.5,29.2,31.67,32.79
R&D,,,,,,,,,,,
Other,9.99,22.91,23.62,21.5,18.17,20.26,19.34,18.68,19.08,21.98,21.02
Operating Margin,5.15,-21.98,-0.99,4.18,4.91,0.1,3.26,6.1,13.64,11.87,10.1
Net Int Inc & Other,-1.7,-4.9,-3.13,-3.1,-2.63,-2.05,-1.85,-3.2,-2.5,-1.42,-1.31
EBT Margin,3.45,-26.87,-4.11,1.08,2.28,-1.95,1.41,2.9,11.14,10.45,8.79
