Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0
COGS,6.0,,,,,,67.75,73.38,59.95,48.64,48.64
Gross Margin,94.0,,,,,,32.25,26.62,40.05,51.36,51.36
SG&A,,,,,,,21.78,6.03,6.51,4.97,4.97
R&D,,,,,,,,,,,
Other,,,,,,,72.4,29.05,28.38,74.96,74.96
Operating Margin,,,,,,,-61.93,-8.46,5.16,-28.57,-28.57
Net Int Inc & Other,,,,,,,56.45,0.48,0.94,-0.04,-0.04
EBT Margin,,,,,,,-5.49,-7.98,6.11,-28.61,-28.61
