Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,11.34,-68.56,125.79,64.69,10.74,12.82,-12.26,-36.64,-13.66,22.12
3-Year Average,,13.46,-25.12,-7.54,5.35,60.29,27.19,3.11,-14.4,-21.71,
5-Year Average,,21.64,-13.11,0.73,9.32,7.59,7.88,32.45,2.72,-9.72,
10-Year Average,,8.5,6.82,8.98,20.99,16.1,14.55,7.28,1.72,-0.66,
