Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,52.65,2.86,69.82,-8.24,15.75,43.16,-21.78,-38.97,129.33,-7.69,
Free Cash Flow Growth % YOY,52.65,-75.31,298.89,-12.27,9.61,65.66,-28.42,-75.2,595.79,-42.63,
Cap Ex as a % of Sales,,8.38,6.39,5.96,5.76,6.08,5.23,4.84,4.5,7.07,7.21
Free Cash Flow/Sales %,13.98,2.65,8.26,6.97,6.0,8.77,6.15,1.36,8.99,5.0,8.38
Free Cash Flow/Net Income,1.1,4.9,2.12,1.3,2.47,1.29,1.22,0.27,1.27,0.63,1.18
