Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,6.0,-23.27,50.0,2.19,-22.46,41.46
3-Year Average,,,,,,,,6.85,5.56,5.93,
5-Year Average,,,,,,,,,,-0.68,
10-Year Average,,,,,,,,,,,
