Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,46.31,115.33,61.59,23.65,7.95,25.16,1.09,5.57,1.29,19.04,
3-Year Average,36.19,52.05,72.03,62.64,29.21,18.66,10.95,10.13,2.63,8.38,
5-Year Average,66.44,61.63,54.45,47.68,46.7,42.19,22.24,12.26,7.87,10.0,
10-Year Average,,,,,,53.84,40.56,31.68,26.21,27.03,
