Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,,359.36,52.14,-68.12,,,
3-Year Average,,,,,,,,30.61,,-69.17,
5-Year Average,,,,,26.31,,,,,-27.18,
10-Year Average,,,,,-8.96,8.24,30.46,,,-5.46,
