Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,92.67,95.64,96.06,95.83,92.04,92.09,95.73,93.74,86.03,88.85,88.28
Gross Margin,7.33,4.36,3.94,4.17,7.96,7.91,4.27,6.26,13.97,11.15,11.72
SG&A,1.2,1.14,1.31,1.18,0.84,1.0,0.9,0.85,1.34,1.63,3.55
R&D,,,,,,,,,,,
Other,1.72,1.56,2.96,2.31,1.68,1.48,1.36,1.39,2.78,3.5,3.03
Operating Margin,4.41,1.66,-0.34,0.68,5.44,5.44,2.01,4.02,9.85,6.02,5.14
Net Int Inc & Other,-0.28,-0.15,-0.78,-0.8,-1.94,-0.64,-0.2,-0.41,-0.69,-0.83,-0.99
EBT Margin,4.13,1.51,-1.11,-0.12,3.5,4.8,1.81,3.6,9.16,5.19,4.15
