Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,98.71,56.28,16.24,35.48,16.93,8.81,23.74,30.97,19.26,8.05,17.6
3-Year Average,93.56,98.31,53.4,35.01,22.57,19.9,16.33,20.81,24.56,19.06,
5-Year Average,105.37,82.86,67.47,65.14,41.73,25.64,19.91,22.81,19.72,17.84,
10-Year Average,,,106.44,92.25,83.15,60.64,48.08,43.41,40.61,29.23,
