Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,12.2,,,511.21,54.17,-37.84,-21.74,,,,
3-Year Average,0.74,,-53.96,-19.0,,80.26,-9.14,,,,
5-Year Average,13.9,,-38.37,-14.01,-1.67,-12.62,,,,,
10-Year Average,0.91,,,-17.96,,-0.24,,,,,
