Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,0.36,23.57,5.21,15.59,14.51,10.19,5.35,-3.14,5.59,15.6,
3-Year Average,6.27,14.08,9.27,14.54,11.67,13.41,9.95,3.98,2.52,5.74,
5-Year Average,15.68,15.27,9.31,12.54,11.55,13.65,10.08,8.28,6.34,6.54,
10-Year Average,,,14.13,14.45,15.71,14.66,12.65,8.79,9.39,9.01,
