Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,0.1,-0.25,3.55,35.59,-0.57,-12.52,-12.55,-3.84,-1.52,8.13,0.94
3-Year Average,-2.67,-1.99,1.12,11.88,11.76,5.66,-8.71,-9.72,-6.09,0.79,
5-Year Average,8.38,1.34,-0.97,5.74,6.87,4.03,1.33,-0.16,-6.35,-4.76,
10-Year Average,14.5,13.56,11.93,8.65,7.65,6.18,1.33,-0.57,-0.49,0.88,
