Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-26.58,,,48.23,-31.04,74.96,-26.59,27.12,3.79,7.89,0.48
3-Year Average,-1.9,,-16.41,5.65,,21.38,-3.96,17.75,-1.06,12.49,
5-Year Average,10.47,,-5.56,-1.74,-9.8,7.31,,10.79,3.17,12.83,
10-Year Average,3.36,,-2.64,0.47,5.1,8.88,2.42,2.29,0.68,0.88,
