Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,,,-52.87,,,,-500.0
3-Year Average,,,,,,,-29.5,,-29.88,,
5-Year Average,,,,,,,,,-23.83,,
10-Year Average,,,,,,,,,,,
