Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,2.89,-0.11,-2.09,3.38,2.85,0.62,5.73,5.25,5.07,10.06,6.55
3-Year Average,9.81,3.71,0.21,0.37,1.35,2.28,3.05,3.84,5.35,6.77,
5-Year Average,12.76,9.36,5.31,2.45,1.36,0.91,2.06,3.55,3.89,5.31,
10-Year Average,16.89,14.69,11.5,10.02,8.55,6.67,5.65,4.43,3.17,3.31,
