Key Efficiency Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Days Sales Outstanding,,,,,,,,94.11,88.93,90.87,122.28
Days Inventory,,,,,,,,1.48,1.21,1.1,4.51
Payables Period,,,,,,,,113.36,108.76,96.36,74.95
Cash Conversion Cycle,,,,,,,,-17.76,-18.62,-4.39,51.84
Receivables Turnover,,,,,,,,3.88,4.1,4.02,2.98
Inventory Turnover,,,,,,,,247.3,301.01,332.82,80.91
Fixed Assets Turnover,,,,,,,,16.4,15.82,14.19,9.15
Asset Turnover,,,,,,,,2.31,1.89,1.71,1.63
