Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-91.29,831.14,-29.38,54.54,3.51,-77.91,423.75,-29.37,54.35,-28.7,0.05
3-Year Average,-51.25,-4.31,-16.95,116.61,4.15,-29.3,6.19,-6.51,78.73,-8.06,
5-Year Average,-32.41,3.9,-5.29,-0.89,-1.73,18.37,5.5,5.5,5.48,-2.1,
10-Year Average,,,-0.48,2.67,4.38,-10.55,4.7,-0.04,2.24,-1.92,
