Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,25.89,10.14,13.06,21.43,15.18,11.55,14.72,13.37,9.53,-9.12
3-Year Average,,21.17,13.66,16.16,14.78,16.5,15.98,13.81,13.21,12.08,
5-Year Average,,17.14,17.44,17.24,15.05,17.0,14.2,15.14,15.2,12.53,
10-Year Average,,7.28,8.62,11.88,13.84,14.4,15.66,16.29,16.22,13.72,
