Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,20.2,19.48,17.38,16.96,17.55,17.14,17.29,18.07,13.2,11.43,
Gross Margin,79.8,80.52,82.62,83.04,82.45,82.86,82.71,81.93,86.8,88.57,
SG&A,,,,,,,,5.13,13.49,13.49,13.99
R&D,,,,,,,,,,,
Other,83.0,86.87,77.77,84.4,84.74,89.76,92.0,74.74,77.42,78.31,77.49
Operating Margin,-0.72,-3.62,4.84,1.87,2.2,-3.53,-6.33,5.46,1.14,1.95,2.04
Net Int Inc & Other,-0.31,-3.39,-2.23,-4.98,-2.75,-3.19,-2.79,-3.73,-3.34,-2.52,-2.57
EBT Margin,-1.03,-7.01,2.62,-3.11,-0.56,-6.72,-9.12,1.74,-2.2,-0.57,-0.53
