Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.42,5.64,5.91,2.1,5.94,1.56,3.54,8.0,7.48,4.57,4.15
3-Year Average,4.55,5.08,5.66,4.54,4.64,3.18,3.67,4.33,6.32,6.67,
5-Year Average,6.36,5.4,5.04,4.64,4.99,4.21,3.79,4.2,5.28,5.0,
10-Year Average,3.62,4.27,6.08,6.29,6.12,5.28,4.6,4.62,4.96,5.0,
