Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,30.29,-80.38,,,153.99,17.15,-85.57,,,,
3-Year Average,,,,-38.58,44.23,,-24.55,,,,
5-Year Average,,,,,-5.17,-7.17,-12.69,,,,
10-Year Average,,,,,,,,,,,
