Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,34.08,34.07,32.0,29.18,28.89,32.65,38.09,38.2,38.79,38.07,38.28
R&D,,,,,,,,,,,
Other,30.17,121.98,35.01,36.47,40.66,32.65,28.27,28.01,28.28,27.09,25.9
Operating Margin,28.11,-85.79,-16.95,-14.36,2.9,30.76,31.07,32.45,28.45,30.12,31.47
Net Int Inc & Other,-7.65,-29.74,-49.94,-48.71,-27.55,-3.94,-2.58,-1.33,-4.48,-4.72,-4.35
EBT Margin,28.11,-85.79,-16.95,-14.36,2.9,30.76,31.07,32.45,28.45,30.12,31.47
