Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,-664.0,,,,
Free Cash Flow Growth % YOY,,-236.0,,,,,,,,,
Cap Ex as a % of Sales,10.52,6.51,1.57,1.54,2.28,0.71,3.72,4.37,0.93,0.8,0.8
Free Cash Flow/Sales %,8.81,8.06,29.53,37.95,14.21,30.68,23.86,31.03,17.89,2.84,2.84
Free Cash Flow/Net Income,0.42,0.84,1.38,1.37,0.88,1.17,0.92,1.13,0.67,0.11,0.11
