Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,5.24,5.66,12.28,3.85,4.05,5.01,4.05,2.89,3.91,3.68,4.04
Free Cash Flow/Sales %,-84.07,291.11,-208.36,125.22,16.69,88.76,105.37,0.41,6.55,3.38,-34.81
Free Cash Flow/Net Income,-7.34,42.19,-36.28,8.32,1.31,341.71,11.68,0.04,0.38,0.2,-1.83
