Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,6.96,-46.12,25.39,-27.39,23.54,12.31,-44.25,60.39,-34.65,,
Free Cash Flow Growth % YOY,18.07,-59.21,43.56,-34.57,31.41,14.8,-60.48,148.06,-25.94,,
Cap Ex as a % of Sales,1.61,3.24,2.85,2.28,2.12,2.25,2.96,3.45,0.76,0.99,0.99
Free Cash Flow/Sales %,14.78,6.98,10.19,5.43,6.33,7.36,3.52,18.07,14.92,-23.73,-23.73
Free Cash Flow/Net Income,-0.62,-3.92,-18.55,0.41,1.35,0.84,0.92,1.48,1.73,-3.75,-3.75
