Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,2.23,2.59,16.25,0.83,11.65,7.9,2.81,3.53,291.4
3-Year Average,,,,,6.83,6.34,9.38,6.7,7.39,4.72,
5-Year Average,,,,,,,6.54,7.69,7.74,5.27,
10-Year Average,,,,,,,,,,,
