Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-10.38,18.95,-42.92,-30.23,-5.56,-63.53,,-39.5,80.58,-26.54,
3-Year Average,-12.02,-5.17,-15.26,-22.05,-27.82,-37.83,64.41,41.73,141.57,-7.07,
5-Year Average,4.98,15.28,-14.3,-19.43,-16.71,-30.41,12.1,13.41,37.17,30.44,
10-Year Average,1.99,1.97,-6.95,-14.5,19.76,-14.53,13.68,-1.41,5.13,4.24,
