Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,97.21,56.35,54.21,62.75,59.63
Gross Margin,,,,,,,2.79,43.65,45.79,37.25,40.37
SG&A,,,,,,,,244.49,303.31,97.24,74.41
R&D,,,,,,,,,,,
Other,,,,,,,,,877.46,276.23,254.91
Operating Margin,,,,,,,,,,-380.12,-329.47
Net Int Inc & Other,,,,,,,-867.36,-139.56,-275.79,36.02,-15.38
EBT Margin,,,,,,,,,,-344.1,-344.85
