Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-42.78,,,32.48,-7.05,65.52,-34.69,51.49,5.29,-3.28,
3-Year Average,,,-8.93,20.47,,26.79,0.16,17.87,1.37,15.55,
5-Year Average,,,,,-1.44,21.89,,15.06,9.89,10.77,
10-Year Average,,,,,,,,,,4.49,
