Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,15.9,,,7.49,,,,-61.33,327.39,
Free Cash Flow Growth % YOY,,-9.73,,,1.35,,,,-60.87,344.44,
Cap Ex as a % of Sales,0.13,0.65,0.73,0.12,0.35,0.11,0.28,0.57,0.17,0.45,0.4
Free Cash Flow/Sales %,2.47,1.85,-2.4,3.2,3.45,-2.83,-4.29,3.22,1.07,3.81,2.77
Free Cash Flow/Net Income,1.16,0.92,-1.63,1.28,1.6,-1.04,-3.04,1.64,0.61,2.27,1.56
