Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,7.75,23.48,8.69,-20.02,27.64,-24.1,-62.9,125.83,67.19,2.73,
3-Year Average,106.74,27.3,13.09,2.39,3.53,-8.15,-28.9,-14.01,11.89,57.12,
5-Year Average,32.85,47.81,63.99,12.39,8.1,0.79,-20.76,-8.28,6.3,1.78,
10-Year Average,13.5,,31.67,9.25,22.02,15.71,8.22,22.64,9.3,4.89,
