Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,212.17,,,1068.52,10.05,-14.89,32.98,22.83,-23.17,
3-Year Average,,44.08,,-60.42,-38.55,,122.02,7.59,11.61,7.86,
5-Year Average,,,,-43.15,-8.3,-4.43,-26.31,,78.01,3.29,
10-Year Average,,,,,,,,,0.6,-2.68,
