Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,15.58,8.4,-6.47,-5.95,12.73,10.09,2.41,3.28,1.12,-6.49,1.14
3-Year Average,1.94,9.55,5.43,-1.57,-0.28,5.29,8.32,5.21,2.27,-0.79,
5-Year Average,3.5,4.76,1.44,2.95,4.44,3.43,2.26,4.3,5.83,1.94,
10-Year Average,2.04,3.24,2.89,0.05,3.75,3.46,3.5,2.86,4.38,3.18,
