Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,-5.5,-45.01,
Free Cash Flow Growth % YOY,,,,,,,,,-11.65,,
Cap Ex as a % of Sales,,,,,,,,9.72,9.51,9.08,5.3
Free Cash Flow/Sales %,,,,,,,,3.63,3.24,-2.06,0.63
Free Cash Flow/Net Income,,,,,,,,1.7,-1.25,0.27,-0.13
