Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,700.0,,,,,-789.0,,,,95.0,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,24.37,38.26,35.89,20.57,31.17,50.67,42.13,38.22,46.18,27.23,25.56
Free Cash Flow/Sales %,9.59,5.26,3.01,28.24,19.75,5.38,18.13,12.21,-19.79,5.31,10.33
Free Cash Flow/Net Income,0.36,0.19,0.15,1.19,0.7,0.24,0.66,4.35,0.32,-0.96,2.38
