Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-16.6,-16.43,-12.79,93.06,-19.63,-62.17,210.29,-6.65,-12.16,-49.21,
3-Year Average,11.68,0.88,-15.29,12.06,10.61,-16.27,-1.92,3.1,36.52,-25.32,
5-Year Average,27.54,12.63,0.3,11.57,-1.17,-15.62,9.7,11.2,-5.0,-13.33,
10-Year Average,16.55,17.39,7.84,11.36,13.51,3.74,11.16,5.61,2.95,-7.45,
