Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,7.1,20.48,42.0,16.2,16.97,32.12,15.29,7.14,5.71,3.9,20.48
3-Year Average,8.49,12.36,22.37,25.74,24.5,21.55,21.23,17.74,9.3,5.58,
5-Year Average,8.78,9.34,16.92,18.54,20.02,25.17,24.07,17.27,15.08,12.38,
10-Year Average,14.33,12.16,13.16,13.5,15.67,16.68,16.47,17.1,16.8,16.14,
