Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,0.3,130.06,-24.98,-24.51,112.12,13.75,-29.38,4.63,59.02,-57.24,
3-Year Average,-6.16,37.72,20.07,9.22,6.3,22.13,19.44,-5.63,5.52,-10.73,
5-Year Average,15.01,62.97,7.36,8.15,22.62,25.74,-0.71,6.12,23.17,-10.59,
10-Year Average,-2.02,11.08,0.72,4.55,,20.26,27.2,6.74,15.41,4.71,
