Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,65.83,-6.6,19.97,2.99,13.12,-8.36,69.89,-41.24,20.92,-31.51,
Free Cash Flow Growth % YOY,91.09,-3.19,21.52,5.58,10.33,-9.97,79.25,-49.02,33.49,-35.85,
Cap Ex as a % of Sales,4.15,2.84,3.02,2.38,3.08,3.11,3.38,4.21,3.04,2.72,3.28
Free Cash Flow/Sales %,20.95,18.21,21.41,21.06,21.83,19.24,33.46,15.65,20.32,11.99,15.54
Free Cash Flow/Net Income,1.14,1.07,1.18,1.13,1.93,1.07,1.48,1.77,5.13,0.84,1.05
