Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-11.75,-25.04,-15.11,78.68,-11.2,-2.18,67.16,9.39,4.61,34.6,33.28
3-Year Average,-2.21,-8.53,-17.5,4.37,10.44,15.78,13.24,21.39,24.13,15.49,
5-Year Average,14.55,4.77,-9.86,3.03,-2.28,-0.25,17.11,23.2,10.69,20.29,
10-Year Average,,,,,,6.89,10.77,5.38,6.79,8.42,
