Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,15.56,-5.13,-10.81,7.58,6.34,3.31,9.62,8.19,12.97,7.66,5.0
3-Year Average,17.16,6.65,-0.75,-3.09,0.67,5.73,6.39,7.0,10.24,9.58,
5-Year Average,14.87,13.09,6.36,3.08,2.27,,2.93,6.98,8.04,8.3,
10-Year Average,18.93,14.77,9.98,7.64,7.54,7.18,7.89,6.67,5.53,5.24,
