Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,3.05,-36.81,-11.09,-1.11,8.54,24.42,25.51,-27.31,53.26,8.78,
3-Year Average,34.79,5.56,-16.65,-17.79,-1.54,10.13,19.23,4.32,11.83,6.62,
5-Year Average,19.5,12.72,6.59,0.68,-9.08,-5.58,8.31,4.03,13.56,13.61,
10-Year Average,,,,,,6.22,10.49,5.3,6.92,1.64,
