Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,,,44.02,101.92,-71.48,-86.95,
3-Year Average,,,,,,,,,-6.04,-57.8,
5-Year Average,,,,,,,29.89,,,,
10-Year Average,,,,,,,,,,,
