Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,118.18,14.17,102.92,16.73,28.2,39.06,
3-Year Average,,,,,,,71.62,39.32,44.81,27.67,
5-Year Average,,,,4.1,13.05,,,,49.88,36.97,
10-Year Average,,,,,,,,24.94,24.91,24.43,
