Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,36.62,36.08,50.0,49.49,40.54,-93.03,537.93,133.51,-54.63,53.57,141.67
3-Year Average,43.25,27.29,40.76,45.05,46.61,-47.29,-14.5,1.27,89.07,17.62,
5-Year Average,,67.54,43.1,35.84,42.42,-21.45,6.98,16.89,-7.91,-6.27,
10-Year Average,,,,,,,33.88,29.33,11.84,15.54,
