Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,30.74,14.68,-13.44,12.38,-9.14,12.2,26.73
3-Year Average,,,,,,,9.08,3.71,-4.03,4.64,
5-Year Average,,,,,,,,,5.79,2.61,
10-Year Average,,,,,,,,,,,
