Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-4.33,-49.62,103.96,31.2,43.4,12.18,16.26,-33.84,8.23,-56.77,
3-Year Average,13.82,-13.62,-0.57,10.47,56.56,28.27,23.21,-4.8,-5.93,-32.36,
5-Year Average,30.73,-1.53,8.67,11.52,13.09,16.75,38.0,10.17,6.02,-16.59,
10-Year Average,40.09,23.0,17.09,,32.74,23.54,16.57,9.42,8.73,-2.88,
